row ID,Index,Location,MinTemp_in_Celcius,MaxTemp_in_Celcius,Rainfall_in_millimeters,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity_at_9am,Humidity_at_3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
Row23081,23081,Portland,3.6,14.1,0,0.6,4.1,N,33,NNE,NNW,9,19,98,76,1025.2,1023.5,8,4,7.4,14,No
Row23082,23082,Portland,6.9,11.2,3.4,1.4,4,NNW,46,NNW,NNW,19,24,91,65,1002.3,999,8,8,7,10.8,Yes
Row23083,23083,Portland,0.8,12.2,6.8,2,3.3,SSW,52,SSW,SSW,19,30,87,83,1011.2,1012.5,8,8,9,10.7,Yes
Row23084,23084,Portland,8,12.4,5.6,0.4,5.2,SW,50,WSW,SSW,17,28,93,75,1015.9,1014.4,8,8,10.1,11,Yes
Row23085,23085,Portland,6.5,10.3,4.6,1,1.8,WSW,63,NNW,WSW,19,22,92,84,1010.4,1007.8,8,8,7.1,7.6,Yes
Row23086,23086,Portland,2.7,11.2,17.4,1.2,3.1,SSE,46,SE,SE,24,28,92,77,1016.8,1019.6,8,8,8.5,10.5,Yes
Row23087,23087,Portland,8,11.2,11.4,0.6,4.7,S,33,SE,SSW,15,15,88,84,1027.2,1026.1,8,8,8.7,9.3,Yes
Row23088,23088,Portland,3,11.7,0.8,0.6,8.3,N,24,NNE,NNW,11,4,79,65,1033.2,1031.2,4,8,6.6,10.7,No
Row23089,23089,Portland,5.5,13.3,0.2,2,6.3,WNW,54,NNW,NW,20,28,85,92,1009,1006.9,8,8,10.4,10.3,No
Row23090,23090,Portland,7.3,12.8,7.8,2.8,3.6,NW,81,NNW,NNW,20,35,82,72,1010.9,1006.3,8,8,8.7,12.2,Yes
Row23091,23091,Portland,7.3,11.7,0.2,1.6,0.7,W,74,NNW,NW,28,33,71,72,1015.2,1009.8,8,8,8.7,11.6,No
Row23092,23092,Portland,7.1,11.8,5.4,2.2,3.3,WNW,72,SW,W,19,24,62,60,1014.4,1014.2,8,4,8.4,9.9,Yes
Row23093,23093,Portland,6.1,9.9,5.8,1.6,5.7,WSW,76,SW,SW,22,19,65,64,1019.6,1022.2,8,8,8.2,9,Yes
Row23094,23094,Portland,4.6,15.5,0.2,1.2,5.6,N,44,N,N,15,20,91,57,1018.4,1013.2,8,8,8,14.5,No
Row23095,23095,Portland,9.3,13.6,2.4,1.4,1.8,WNW,37,NNW,W,13,17,98,93,1024.7,1025.6,8,8,10.6,12.4,Yes
Row23096,23096,Portland,6.8,10.7,2.8,2,6.4,WSW,56,SW,SSW,17,15,78,79,1020.2,1020.3,4,6,8.4,8.7,Yes
Row23097,23097,Portland,10.1,15,0,2.2,8.2,WNW,39,NW,WNW,22,22,91,77,1014.5,1014.8,2,8,11.9,13.8,No
Row23098,23098,Portland,7.7,14,0,1,9.5,SE,39,SE,SE,19,24,69,65,1029.1,1027.8,8,8,10.5,12,No
Row23099,23099,Portland,8.6,13.4,0,1.6,4.8,ESE,28,ENE,E,13,11,75,75,1026.4,1023,8,6,11.1,12.8,No
Row23100,23100,Portland,4.4,11.4,0.6,3,5.3,SE,33,SSE,S,20,15,55,70,1030.3,1028.9,8,8,10,9.7,No
Row23101,23101,Portland,7.3,12.3,1.2,0.6,1.7,SSE,24,SSE,S,11,13,90,63,1028,1025.2,8,1,9.3,11.5,Yes
Row23102,23102,Portland,5.4,12.4,0.2,1.4,0,N,30,NE,NE,13,13,64,92,1007.8,1005.2,7,8,11.6,10.9,No
Row23103,23103,Portland,8.2,12.4,0,2.2,0.7,NW,19,NNW,NE,7,11,83,65,1025.8,1022.3,8,8,9.8,11.9,No
Row23104,23104,Portland,6.7,11.3,22.2,1.8,5.5,WSW,76,SW,W,20,37,79,81,1017.7,1018.5,8,8,8.6,10.1,Yes
Row23106,23106,Portland,8.7,14.1,10.8,2.2,6.1,SW,43,SW,W,19,22,69,80,1016.5,1017.9,6,7,10.9,11.9,Yes
Row23107,23107,Portland,5.9,13.5,1.4,1.4,4,NNW,39,WNW,SW,17,13,91,93,1019.9,1019.3,8,8,10.5,11.3,Yes
Row23108,23108,Portland,5.6,14.8,2,1.4,1.3,SSW,19,SSW,SSW,4,11,86,73,1030.3,1028.7,7,7,11.4,12.9,Yes
Row23109,23109,Portland,5.1,21.3,0,2.6,9.6,NW,43,N,N,17,15,71,48,1019,1015.4,1,,13.6,21.1,No
Row23110,23110,Portland,5.8,14.7,0.2,0.4,7.2,SE,28,SSE,ESE,9,15,76,61,1036.6,1034,5,2,10.4,13.4,No
Row23111,23111,Portland,6.9,18.6,0,4.6,10.8,ENE,30,ENE,S,11,11,90,47,1031.1,1027.4,7,,9.4,17.5,No
Row23112,23112,Portland,5,19.3,0,3.2,10.7,W,37,NNE,W,13,24,62,53,1024.5,1021.4,,,13.4,16.7,No
Row23113,23113,Portland,9.4,13.8,0.4,1.8,3.2,W,44,WSW,SSW,19,15,76,78,1018,1019.4,8,5,12.3,12.4,No
Row23114,23114,Portland,3.7,15.5,0,1.4,8.2,W,48,WNW,W,22,28,61,76,1026.4,1028.3,,6,13.6,13.8,No
Row23115,23115,Portland,11,24.9,0.2,3.2,8,NNW,37,NNW,W,15,20,89,51,1031.7,1027.5,7,,12.5,22.8,No
Row23116,23116,Portland,8,21.4,0,7.2,7.8,W,46,WSW,W,7,17,90,69,1022.1,1020.9,4,,13.6,19.8,No
Row23117,23117,Portland,8.6,14.9,0,3.2,3.7,SSE,37,SSW,SSE,13,19,77,70,1020.9,1022.2,8,5,12.8,13.8,No
Row23118,23118,Portland,4.6,21.7,0,4,9.6,N,26,NNE,SSE,13,13,95,53,1023.1,1019.2,8,,9.8,20,No
Row23119,23119,Portland,9.2,17.4,0,3.4,10.3,SE,28,SE,ESE,11,17,64,60,1030,1028.1,7,,14.1,15.9,No
Row23120,23120,Portland,5.5,24.1,0,4.2,10.8,E,24,NE,ESE,9,15,77,57,1023.2,1018.5,,,12.3,22.2,No
Row23121,23121,Portland,10,14.5,0.8,3.8,2.8,S,33,SSE,SSE,17,20,59,61,1024,1024.1,8,8,11.2,12.7,No
Row23122,23122,Portland,9.7,14.2,0,3.4,7,SSE,24,SE,SSE,9,15,64,60,1025.1,1023.7,8,8,11.3,12.6,No
Row23123,23123,Portland,10,23,0,6.6,10.1,SE,31,E,ESE,13,13,81,55,1021,1019.2,8,5,13.1,22,No
Row23124,23124,Portland,11.2,21.2,0,6.2,0.3,ENE,35,ESE,SE,15,17,83,73,1018.8,1016.6,4,7,16,17.3,No
Row23125,23125,Portland,12.4,15.9,0,6.6,1.8,WNW,50,WNW,WSW,20,24,87,82,1009.4,1008.8,8,8,13.2,14.2,No
Row23126,23126,Portland,11.1,14.6,3.2,1,1.1,SE,35,SSE,ESE,15,19,91,64,1015,1016.6,8,8,11.4,14.1,Yes
Row23127,23127,Portland,9,16.1,0.2,3.2,4.1,ESE,39,ESE,ESE,22,20,60,64,1020.8,1017.6,6,6,11.8,14.8,No
Row23128,23128,Portland,9.8,16.2,0.2,4.4,10.7,W,39,SSE,S,15,13,55,55,1020.8,1021.5,2,,12.8,15.2,No
Row23129,23129,Portland,11.4,19.6,0,4.4,10.3,S,30,SE,SSW,9,17,85,65,1016.7,1016.5,5,2,16,17.6,No
Row23130,23130,Portland,5.5,24.1,0,7.8,8.8,W,54,ENE,E,9,17,76,60,1013.9,1009.8,7,,14.9,22.1,No
Row23131,23131,Portland,11.8,18.4,1.8,3.6,3.5,W,48,W,W,30,31,79,70,1018,1018.2,8,8,13.9,16.3,Yes
Row23132,23132,Portland,8,14.7,6.4,5.2,13.3,WSW,65,WSW,WSW,30,28,59,54,1009.3,1014.1,6,8,10.8,13.2,Yes
Row23133,23133,Portland,10.5,17,0.4,3.6,0.3,WSW,31,WSW,W,11,20,67,66,1018.5,1017.2,8,8,14.1,15.6,No
Row23134,23134,Portland,9,17.8,0,5.6,6.6,WSW,33,WSW,WSW,17,20,50,46,1019.6,1019.1,4,3,12.8,16.6,No
Row23135,23135,Portland,4.2,21.9,0,6,10.4,SE,33,SE,SSE,13,15,71,48,1016,1016.1,3,,16.2,20.7,No
Row23136,23136,Portland,14.1,35.4,0,8,13.6,N,35,ENE,E,13,20,76,29,1014.3,1009.9,,,18.2,32.8,No
Row23137,23137,Portland,5.5,20.9,0,5.6,13.6,SE,33,SE,S,13,19,58,50,1026.7,1025.6,,,16,19.5,No
Row23138,23138,Portland,14,18.2,0,5.6,2,SE,56,SE,SE,26,35,75,70,1019.4,1017.8,8,7,14.7,16.8,No
Row23139,23139,Portland,14.4,22.9,0,8.6,12.7,ESE,37,ESE,S,20,20,66,61,1018.5,1016.7,1,7,18.5,21.7,No
Row23140,23140,Portland,16.4,22.3,0,7.4,11.6,SE,44,SE,SE,24,28,81,59,1020.2,1020.8,8,2,17.6,21.7,No
Row23141,23141,Portland,11.8,26.8,0,7.6,8.8,ENE,28,E,S,19,7,71,56,1017.1,1014.4,2,2,16.9,23,No
Row23142,23142,Portland,14.7,22.9,0,9,3.9,WNW,59,WNW,SW,26,20,71,94,1005.7,1003.3,,8,17.7,14.7,No
Row23143,23143,Portland,8.5,19.6,9.4,3.2,4.4,ESE,31,NW,SE,11,15,88,58,1003.4,1003.2,6,8,12.1,16.7,Yes
Row23144,23144,Portland,13.7,21.4,10.6,5.6,1.6,S,48,S,SSE,24,22,95,82,1001,1001.5,8,7,16.7,19.6,Yes
Row23145,23145,Portland,15,23,0,6.4,12.9,S,31,ESE,ESE,15,15,67,52,1022.5,1019.9,8,,17.8,22.1,No
Row23146,23146,Portland,9.2,21,1.2,4.8,9,WNW,61,WNW,WNW,15,37,88,56,1014,1012.2,,8,14.1,20,Yes
Row23147,23147,Portland,11.3,28.7,0.2,4.2,9.7,W,37,NNE,W,13,20,93,32,1016.4,1015.2,,,15.6,26.4,No
Row23148,23148,Portland,14.4,18.4,1.2,4.2,4.3,SE,52,SSE,SSE,15,26,79,60,1022.7,1022.9,8,8,15.3,17.3,Yes
Row23149,23149,Portland,14.5,22.4,0,4,10.1,ESE,48,E,ESE,15,30,74,62,1021.6,1018.9,1,,17.4,21.5,No
Row23150,23150,Portland,12.7,17.3,19.4,7.6,5.9,W,67,SW,SW,26,33,65,55,1001.8,1007.5,8,8,14.8,16,Yes
Row23151,23151,Portland,6.7,20.3,0,1.2,10.3,SE,35,ENE,E,7,20,95,58,1022.7,1020.9,,,13.8,19.1,No
Row23152,23152,Portland,14.4,16.8,0,1.2,0.1,SSE,24,SSE,S,9,11,78,71,1022.1,1020.9,8,8,14.7,16.2,No
Row23153,23153,Portland,11.6,19,0,3.2,2.3,W,31,NA,W,0,19,64,60,1022.4,1021.2,8,7,13.7,17.3,No
Row23154,23154,Portland,11.8,24.2,0,3.8,,NW,59,N,NW,17,35,64,38,1012.1,1008.1,7,,15.4,22.7,No
Row23155,23155,Portland,12.6,18.7,1.4,,,W,48,SW,WSW,13,24,72,48,1018,1021.5,1,8,13.4,18.4,Yes
Row23156,23156,Portland,10.5,18.7,0.2,1.4,6,W,39,NW,WNW,20,26,76,69,1022.9,1021.7,2,1,15.2,17.3,No
Row23157,23157,Portland,10.8,18.9,0.8,2,5.2,WNW,43,NW,NW,22,28,89,73,1022.3,1020,8,8,14.4,16.9,No
Row23158,23158,Portland,13.3,17.9,2.4,1.2,4.2,W,43,SW,W,22,22,90,79,1023.4,1023.1,7,8,14.5,16.1,Yes
Row23159,23159,Portland,12.2,16.3,0.2,3.6,6.2,SE,35,ESE,SE,17,20,68,61,1026.5,1024,8,8,13.7,15,No
Row23160,23160,Portland,15.4,17.2,0.6,4.5,0.4,NW,44,WSW,SSW,17,15,83,88,1019.6,1021.4,8,8,16.4,14.9,No
Row23161,23161,Portland,4.7,25.8,0.4,4.6,9.6,NW,39,N,NNW,17,19,66,28,1027.3,1024.5,,,14.2,25.4,No
Row23162,23162,Portland,13.9,26.7,0,9,2.4,N,67,N,NNW,31,28,34,27,1013.7,1011.1,7,8,21.7,25.5,No
Row23163,23163,Portland,8.9,17.3,1.4,,,NW,61,NNW,NNW,28,33,75,65,1009.1,1004.6,3,2,12,17.2,Yes
Row23164,23164,Portland,13.3,17.7,0,,,NW,37,W,W,11,15,85,58,1014.7,1014.3,8,8,14.9,16.6,No
Row23165,23165,Portland,8.9,18.8,0,,,ENE,26,NA,ENE,0,13,93,72,1015.8,1013.4,8,7,13.5,17.9,No
Row23166,23166,Portland,11.2,15.5,4,,,WNW,69,W,WNW,33,39,78,87,1012.7,1008.8,8,8,13.4,14.5,Yes
Row23167,23167,Portland,13.3,19.5,3.8,,,NW,46,NW,WNW,22,26,88,61,1019.3,1017.7,4,1,14.5,19,Yes
Row23168,23168,Portland,11.7,17,2.6,,,W,70,WNW,WNW,33,39,91,92,1012.7,1011.9,8,8,14.8,14.7,Yes
Row23169,23169,Portland,7,18.9,0.2,,,N,37,N,N,11,17,92,67,1022.4,1017.6,,7,9.9,18.7,No
Row23170,23170,Portland,9,16.9,0.2,,,WSW,31,N,W,7,13,84,72,1021.7,1018.5,4,3,10.6,16.1,No
Row23171,23171,Portland,8.6,14,21.8,,,SW,30,WSW,WSW,17,17,82,63,1006,1006.4,2,4,11.2,13.4,Yes
Row23172,23172,Portland,5.2,13,1,,,ESE,28,NNE,ENE,9,11,94,85,1007.7,1004.8,6,8,6.7,11,No
Row23173,23173,Portland,6.7,12.9,5.4,,,SSW,33,S,SSW,13,11,76,71,1014.3,1016,8,8,11.5,10.7,Yes
Row23174,23174,Portland,4.7,15.9,0.2,,,ENE,17,ENE,ENE,6,7,96,74,1017.9,1013.1,6,1,7.9,15.6,No
Row23175,23175,Portland,8.9,13.1,16.4,,,WSW,54,SW,WSW,24,26,92,86,1004.4,1004.5,8,8,12.1,12.8,Yes
Row23176,23176,Portland,6.3,13,0.4,,,NNW,31,NNW,NW,13,13,76,76,1036.6,1035.1,8,8,8.7,11.8,No
Row23177,23177,Portland,3.6,14.2,0,,,SE,24,NA,SSE,0,11,93,73,1020,1016.1,,8,7,13,No
Row23178,23178,Portland,7,13.8,0.8,,,SSE,30,SE,SW,6,15,88,87,1010.1,1007.1,8,8,11.8,12.6,No
Row23179,23179,Portland,7.2,14.8,7.8,,,W,69,NNW,WNW,22,31,84,78,997.5,994.1,8,8,9.7,14,Yes
Row23180,23180,Portland,9.7,14.1,15.6,,,W,74,WNW,WNW,37,28,71,75,1002.7,1003.3,6,7,12,12.7,Yes
Row23181,23181,Portland,4.3,9.2,24.6,,,SW,74,WSW,SW,22,17,67,73,1004.8,1011.5,4,7,7.6,7.5,Yes
Row23182,23182,Portland,9.8,14.9,3.6,1,,W,43,NNW,WNW,19,20,91,84,1022.1,1019,8,8,11.2,13.3,Yes
Row23183,23183,Portland,4.7,13,4.8,0.4,,SSE,30,ENE,S,2,13,95,72,1015.6,1016.2,8,8,8.8,12.6,Yes
Row23184,23184,Portland,10.3,14.7,3.2,0.4,,SE,17,N,ESE,6,11,94,76,1023.1,1020.9,8,8,11.2,14.2,Yes
Row23185,23185,Portland,6.1,17.3,6,1.2,,NNW,83,N,NNW,13,22,94,74,1013.5,1008.1,8,8,10,17.1,Yes
Row23186,23186,Portland,9.9,14.6,3.2,2,,W,78,NW,WSW,35,30,80,77,994.9,994.5,7,8,13.4,11.9,Yes
Row23187,23187,Portland,5.9,10.8,12,1.8,,WSW,65,NNW,NNW,17,28,79,83,1010.1,1005.4,6,8,6.8,8.6,Yes
Row23188,23188,Portland,5.7,12.1,8.2,0.4,,W,56,SW,W,24,35,61,67,1016.4,1019.2,6,8,9.1,10.3,Yes
Row23189,23189,Portland,11.1,14.6,9.6,1.2,,W,57,W,W,28,26,77,75,1020.6,1019.8,8,8,12.5,13.7,Yes
Row23190,23190,Portland,8.2,13,5.4,,,S,39,SSW,SSW,17,15,72,73,1023.8,1024,8,8,10.6,12.3,Yes
Row23191,23191,Portland,7.4,14,1.6,,,ENE,26,SSE,E,9,11,79,64,1031.7,1030.4,7,1,10.6,12.2,Yes
Row23192,23192,Portland,2.7,11.6,0.4,,,N,24,N,NNE,11,11,90,62,1031.7,1029.7,8,8,6.4,11.2,No
Row23193,23193,Portland,6.4,14.1,0,,,E,17,N,E,9,9,82,64,1028.4,1025.1,7,8,7.9,13.5,No
Row23194,23194,Portland,9.1,15.4,0,,,NW,78,N,N,22,33,68,71,1008.4,1000.6,8,4,11.5,13.9,No
Row23195,23195,Portland,6.5,13.1,11.8,,,W,57,NNW,WNW,15,26,84,67,1018.1,1019.5,8,8,8.3,12.2,Yes
Row23196,23196,Portland,9.3,15.3,1.6,,,WSW,59,SE,E,9,15,70,61,1024.5,1021.8,4,1,10.8,13.3,Yes
Row23197,23197,Portland,8,12.6,16.4,,,SE,28,NNE,SE,9,17,95,78,1013.9,1013.6,8,8,8.7,12.3,Yes
Row23198,23198,Portland,3.6,12,0,,,S,50,NA,SSW,0,13,84,57,1018,1015.9,8,3,8.3,10.8,No
Row23199,23199,Portland,5.8,12.8,0,,,WNW,46,NNW,W,13,24,75,82,1022.2,1020.4,8,8,9.4,10.9,No
Row23201,23201,Portland,6.4,14.1,,,,E,26,E,ESE,9,13,92,64,1014.4,1009.9,8,,9.8,14,NA
Row23202,23202,Portland,11.2,14,46,,,SW,50,WSW,WSW,11,22,94,90,1008.6,1010,7,8,12.7,12.7,Yes
Row23203,23203,Portland,7.6,14.6,1,,,WNW,41,NNW,NW,17,20,87,78,1016,1015,,8,9.7,12.4,No
Row23204,23204,Portland,8.2,11.7,4,,,WSW,41,SSW,WSW,19,15,63,86,1014.3,1013.3,6,6,10.1,10.9,Yes
Row23205,23205,Portland,5.8,14.8,7.2,,,W,50,W,WNW,26,33,64,62,1012.3,1011.4,8,,10.8,14.2,Yes
Row23206,23206,Portland,10.4,14.6,7,,,W,57,W,WNW,31,24,89,73,1004,1004.2,8,8,11.3,12.7,Yes
Row23207,23207,Portland,9.2,25.7,0,,,WNW,57,NNW,WNW,13,33,80,41,1014.7,1011.6,,,14.6,23.7,No
Row23208,23208,Portland,5.5,16,0,,,NNE,31,SSE,E,11,15,66,62,1022.8,1019.9,1,,12,15.4,No
Row23209,23209,Portland,9.5,14,7.2,,,W,39,WSW,S,24,19,90,74,1018.2,1020.7,8,8,11.9,12.7,Yes
Row23210,23210,Portland,3.4,14.3,1,,,E,26,SSE,ESE,7,11,62,57,1027.2,1025.9,7,,10.6,13.7,No
Row23211,23211,Portland,8.8,22.2,0.2,,,N,50,NNW,NNW,28,24,42,33,1011.4,1006.9,8,8,16.6,21,No
Row23212,23212,Portland,7.1,13.3,1.6,,,SSW,43,SSW,SSW,24,20,60,52,1023.3,1025.9,1,4,9.9,12.7,Yes
Row23213,23213,Portland,3.5,15.9,0,,,S,26,N,S,13,13,78,54,1020.4,1019.3,7,,9.4,14.9,No
Row23214,23214,Portland,6,22.6,0,,,NNE,31,ENE,NE,7,9,74,55,1017.3,1011.1,,,11.7,21.4,No
Row23215,23215,Portland,8.3,14.8,7.6,,,W,56,W,W,31,31,79,64,1010.8,1011.4,8,2,10.7,14.3,Yes
Row23216,23216,Portland,10.9,16.1,0.2,,,W,43,W,W,20,31,72,71,1018.5,1018.1,8,7,12.7,14.3,No
Row23217,23217,Portland,10.8,14.6,0,,,WNW,46,WSW,WSW,19,24,57,79,1001.5,1004.6,7,8,13.5,13.1,No
Row23218,23218,Portland,8,17.4,0,,,E,44,E,ESE,17,20,70,67,1012.2,1007.3,,,13.8,17.2,No
Row23219,23219,Portland,11.8,18.4,1.4,,,NW,76,NNW,NNW,19,24,88,88,995.7,993.4,8,8,15.4,14.2,Yes
Row23220,23220,Portland,11.6,25.5,0,,,E,22,E,E,9,11,77,69,1016.6,1013,1,8,16.4,22.2,No
Row23221,23221,Portland,8.9,15,1.4,,,SW,43,SW,SSW,19,20,70,60,1019.1,1020.3,8,3,11.4,14.1,Yes
Row23222,23222,Portland,10.4,15.5,0,,,SW,39,SW,SSW,19,17,62,72,1020.6,1022.1,8,8,12.8,13.3,No
Row23223,23223,Portland,11.5,15,0,,,WSW,43,SW,WSW,17,22,71,67,1023,1022.7,7,8,12.8,14.5,No
Row23224,23224,Portland,9.5,16.6,0.6,,,SW,35,SW,WSW,17,19,71,55,1012.3,1014.7,8,3,13.6,15.6,No
Row23225,23225,Portland,12.9,17.3,0.6,,,W,50,WSW,S,24,20,70,60,1012.3,1014.3,7,8,15.2,15.1,No
Row23226,23226,Portland,5.4,17.2,0,,,WNW,41,W,W,6,19,59,59,1015.1,1015.3,5,2,14.1,16.2,No
Row23227,23227,Portland,9.4,14.6,,,,SSW,43,SSW,SW,20,17,58,68,1018.7,1021.8,8,8,12.9,13.1,NA
Row23228,23228,Portland,7.8,16.8,0,,,SE,35,SSE,SE,17,20,53,52,1020.7,1018.8,4,1,13.8,15.6,No
Row23229,23229,Portland,10.8,17.9,2.6,,,W,50,WSW,WNW,26,35,66,65,1009.4,1010.3,6,8,14.1,16.8,Yes
Row23230,23230,Portland,12.7,19.4,0.2,,,SE,35,E,SE,13,20,76,65,1021,1018.4,8,,14.5,17.9,No
Row23231,23231,Portland,12.7,21.2,0.2,,,ESE,35,SSE,E,13,11,95,70,1010.6,1010.7,7,8,15.7,20,No
Row23232,23232,Portland,15.8,20.8,0,,,E,39,SE,SE,15,20,94,81,1016.8,1015.2,8,7,16.4,19.3,No
Row23233,23233,Portland,16.4,20.8,0,,,W,41,W,W,20,28,80,67,1007.8,1009.9,8,8,18.2,19.8,No
Row23234,23234,Portland,14.8,20.2,0.6,,,WSW,41,WSW,W,13,24,89,65,1012.1,1013,7,8,15.6,19.3,No
Row23235,23235,Portland,8.7,26.1,0,,,ESE,28,ESE,ESE,7,13,67,46,1013,1008.9,2,,16.8,25.3,No
Row23236,23236,Portland,6.5,27.4,0,,,WNW,33,NE,WSW,11,11,87,47,1015.3,1011.6,,,15.1,26.5,No
Row23237,23237,Portland,7.9,20.3,0,,,W,26,WNW,WSW,13,15,82,65,1015.5,1016.1,,3,15.5,19.8,No
Row23238,23238,Portland,14.6,20.9,0,,,SE,24,NW,S,2,9,71,59,1018.1,1015.6,8,,15.8,20.2,No
Row23239,23239,Portland,9.9,25.4,0,,,ESE,26,ENE,ESE,9,15,90,56,1017.3,1014.5,8,,16.5,22.8,No
Row23240,23240,Portland,6.6,20.1,0,,,W,43,W,WNW,7,24,86,59,1016.6,1014.9,7,8,14.2,18.5,No
Row23241,23241,Portland,13.9,20.6,0.2,,,WNW,44,WSW,W,22,30,70,60,1016.7,1016.9,1,,16.8,19.7,No
Row23242,23242,Portland,12.9,18.1,0.2,,,WSW,61,SW,WSW,28,39,57,56,1011,1012.5,8,8,14.8,15.7,No
Row23243,23243,Portland,13,18.8,1.2,,,WSW,44,SW,SW,24,20,87,84,1014.9,1016.2,7,8,14.3,16.4,Yes
Row23244,23244,Portland,4.9,21.6,0,,,E,28,N,ESE,9,13,90,51,1021,1018.4,,,11.9,21,No
Row23245,23245,Portland,15.4,18.8,0.4,,,WNW,61,WSW,W,24,20,88,81,1016.7,1020.1,8,8,15.5,17.2,No
Row23246,23246,Portland,12.6,31.9,0,,,NNW,28,NE,S,7,13,92,35,1020.8,1019.3,,,17.1,30.7,No
Row23247,23247,Portland,14.4,33.8,0,,,ESE,24,NNE,E,11,13,50,32,1020.1,1018.6,1,1,22.2,32.6,No
Row23248,23248,Portland,15.1,19,0,,,SE,37,ESE,SE,19,19,77,79,1024.6,1023.1,8,8,16.1,18.4,No
Row23249,23249,Portland,16.8,20.7,0,,,SE,43,SE,SE,24,24,82,72,1017.4,1018,8,8,17.3,18,No
Row23250,23250,Portland,14.6,21,0,,,NE,43,ENE,SSW,11,9,86,75,1011.9,1010.3,8,8,16.9,19.2,No
Row23251,23251,Portland,15.5,19.5,0.4,,,SSE,31,SE,SSE,17,15,85,76,1015,1016.8,8,8,17.3,18.7,No
Row23252,23252,Portland,17.5,18.3,7.2,,,SE,50,SE,SE,20,26,93,93,1013.7,1013.2,7,8,18,17.7,Yes
Row23253,23253,Portland,15.8,19.5,30.6,,,SE,44,SE,SE,22,26,81,70,1019.8,1020,8,7,16.3,18,Yes
Row23254,23254,Portland,13.6,22.8,0,,,ENE,31,E,E,17,13,89,68,1019.1,1015.6,7,4,15.1,21.9,No
Row23255,23255,Portland,12,20.3,1,,,WNW,50,NW,WNW,17,31,86,53,1013.4,1011.8,8,5,14,19.8,No
Row23256,23256,Portland,13.4,21.5,0,,,WNW,61,NNW,SW,24,31,86,90,1007,1007.3,8,8,15.3,11.9,No
Row23257,23257,Portland,10.5,16.6,3.8,,,WNW,39,SW,SSW,19,17,56,56,1022,1024.4,7,8,13.8,15.6,Yes
Row23258,23258,Portland,11.2,18,0.2,,,E,39,ESE,SE,15,24,62,56,1032.6,1029.9,8,,14.9,17,No
Row23259,23259,Portland,8.8,25.5,0,,,NW,33,N,W,15,15,60,33,1021.9,1019.6,,1,17.1,24.5,No
Row23260,23260,Portland,8.6,14.6,14.8,,,W,78,SW,SW,26,37,81,61,1008.1,1011.7,8,7,10.8,13,Yes
Row23261,23261,Portland,9.4,15.1,3.4,,,SSW,46,SSW,SSW,20,17,62,69,1021.4,1022.3,8,8,12.9,14.2,Yes
Row23262,23262,Portland,7.2,19.2,0.2,,,WSW,35,NW,WSW,15,20,91,78,1024.2,1023.6,,8,14.1,17.6,No
Row23263,23263,Portland,9.2,16.6,0.6,,,SSE,26,NA,SSE,0,13,92,63,1025.9,1024.5,8,5,13.9,16.1,No
Row23264,23264,Portland,6.8,18.4,0.2,,,WNW,31,SW,W,13,17,77,60,1020,1019.9,8,1,14.6,17.1,No
Row23265,23265,Portland,7,19.9,0.2,,,E,20,N,E,11,11,94,53,1023.3,1021.5,,,12,19.2,No
Row23266,23266,Portland,10,21.9,0.2,,,NNE,20,E,E,7,9,92,64,1025.7,1022,7,8,12.6,20.5,No
Row23267,23267,Portland,12.6,20.6,0,,,NNE,37,N,SSW,9,2,64,88,1022.5,1021.8,8,8,18.1,16.2,No
Row23268,23268,Portland,15.2,16.8,43.6,,,WNW,41,NW,W,17,22,94,93,1019,1018.1,8,8,16,16.4,Yes
Row23269,23269,Portland,8.8,13.4,12,,,S,52,SSW,SW,24,22,54,69,1015.6,1019.1,8,4,11.4,10.2,Yes
Row23270,23270,Portland,8.6,15.2,1,,,WSW,37,WSW,W,13,20,71,78,1025.1,1023.8,2,7,12.8,13.6,No
Row23271,23271,Portland,9.8,14.8,7.4,,,WSW,46,WSW,SSW,20,13,66,64,1021.1,1023.4,7,8,12.3,12.7,Yes
Row23272,23272,Portland,5.9,15.8,0.2,,,WSW,63,WNW,WSW,30,39,86,54,1017.5,1020.9,8,8,11.9,12.3,No
Row23273,23273,Portland,7.2,15.3,1.6,,,SSE,24,N,SSE,7,13,93,65,1025.6,1023.5,5,3,10.2,14,Yes
Row23274,23274,Portland,3.9,15,0.6,,,SE,22,NE,SE,4,15,94,71,1023,1019.7,8,8,8.8,15,No
Row23275,23275,Portland,12.3,15.4,11,,,E,30,E,NE,13,13,90,84,1017,1015.2,8,8,12.9,15.2,Yes
Row23276,23276,Portland,7.7,12.5,5.8,,,SW,61,SW,SSW,17,20,74,56,1024.5,1026.9,8,8,9.2,11.2,Yes
Row23277,23277,Portland,2.5,13.7,0,,,W,22,NNW,W,9,15,85,65,1037.6,1035.6,,,8.2,12.9,No
Row23278,23278,Portland,5,14.6,1.6,,,WSW,61,NNW,W,13,31,94,77,1024.5,1022.5,8,8,11.6,13,Yes
Row23279,23279,Portland,10.2,13.4,2,,,SSW,37,SSE,SSW,15,11,63,63,1030.4,1030.8,8,7,10.9,12.1,Yes
